sd,stored,reproduced_A,same_field_B,change,pct,scatter_B,max_perdraw_change,x_sample_min,x_sample_max
0.3,-0.005867015029,-0.005867015029412264,-0.0057216721607265125,0.0001453428686857515,2.4772881602846586,0.000793708346477508,0.00030952692569560705,2.000073066591278,2.0662682728384545
1.1,-0.07842000611,-0.07842000611297542,-0.07706255705308104,0.0013574490598943778,1.7309984112201866,0.01121644531105602,0.003099470368552848,2.000641878914856,2.066305793504176
3.0,-0.3029352548,-0.3029352547777844,-0.3009726869740881,0.0019625678036963023,0.6478505795358575,0.0317290875886995,0.004633635586479445,2.000803249758853,2.068010424091176
