x_read,sd_over_Delta,n_draws,cbar,qbar,cov_cq,var_c,var_q,G2_pred_mean,G2_meas_mean,wbar,agree_arm1,agree_arm2,frac_offres,G2_sd,G2_min,G2_max,G2_max_absdiff_pred_meas,max_abs_pooled_qq
10,1.1,64,0.9899337509,0.2974283251,3.58898827e-05,5.20591876e-06,0.003279182999,0.0001718219122,0.0001718219122,0.29519595,0.9899337509,0.9899337509,0.49625,6.083095804e-05,-6.539783956e-07,0.0002996489628,2.136420381e-16,4.440892099e-16
10,1.2,64,0.9898617761,0.2966230498,2.579205251e-05,6.450090855e-06,0.00329371785,0.0001237129838,0.0001237129838,0.2953663868,0.9898617761,0.9898617761,0.49625,7.606506776e-05,-8.804455271e-05,0.0003271153066,2.131541471e-16,4.440892099e-16
10,1.25,64,0.9898227704,0.2964150979,2.024978474e-05,7.154578675e-06,0.003302483473,9.720558568e-05,9.720558568e-05,0.2954343445,0.9898227704,0.9898227704,0.49625,8.326745057e-05,-0.0001127225938,0.0003520464913,2.124934614e-16,4.440892099e-16
10,1.3,64,0.9897816574,0.2963532144,1.471250597e-05,7.921225913e-06,0.003314123181,7.069491775e-05,7.069491775e-05,0.2954881856,0.9897816574,0.9897816574,0.49625,9.119209868e-05,-0.0001610217737,0.000368784208,1.941399515e-16,4.440892099e-16
10,1.35,64,0.989738358,0.2964693657,9.296565748e-06,8.756457467e-06,0.00331506413,4.477072693e-05,4.477072693e-05,0.2955256876,0.989738358,0.989738358,0.49625,9.798425865e-05,-0.0002094178861,0.0003748301608,1.973519004e-16,4.440892099e-16
10,1.4,64,0.9896927856,0.2965579217,4.027490392e-06,9.667685348e-06,0.003329138189,1.957008885e-05,1.957008885e-05,0.2955560657,0.9896927856,0.9896927856,0.49625,0.0001056828912,-0.0002518773896,0.0003946701414,1.618239505e-16,4.440892099e-16
10,1.45,64,0.989644846,0.2967435337,-1.042206888e-06,1.066350317e-05,0.00334729262,-4.667439821e-06,-4.667439821e-06,0.2955776804,0.989644846,0.989644846,0.49625,0.0001130753629,-0.0002891190842,0.0003803570211,2.15593602e-16,4.440892099e-16
10,1.5,64,0.989594436,0.2970780357,-5.661557849e-06,1.175392929e-05,0.003370976954,-2.670732783e-05,-2.670732783e-05,0.29558917,0.989594436,0.989594436,0.49625,0.0001188915868,-0.0003138185413,0.0003477256123,1.858864625e-16,4.440892099e-16
10,1.55,64,0.989541443,0.2973740987,-9.434491282e-06,1.295071313e-05,0.003383531339,-4.465463245e-05,-4.465463245e-05,0.2955895508,0.989541443,0.989541443,0.49625,0.0001288078318,-0.0003710491395,0.0003392171393,1.55691432e-16,4.440892099e-16
10,1.6,64,0.9894857429,0.2976849565,-1.265323562e-05,1.426772376e-05,0.003402576364,-5.996686212e-05,-5.996686212e-05,0.295589705,0.9894857429,0.9894857429,0.49625,0.0001370073348,-0.0004206673591,0.0002735695982,1.963219084e-16,5.551115123e-16
10,1.8,64,0.9892329331,0.2990344351,-1.995059298e-05,2.11218062e-05,0.003473630135,-9.434518198e-05,-9.434518198e-05,0.2955377803,0.9892329331,0.9892329331,0.49625,0.0001776345714,-0.0005291990747,0.0003138590403,2.017835768e-16,4.440892099e-16
10,2,64,0.9889229588,0.2999677697,-1.683430514e-05,3.20654483e-05,0.003582136808,-7.896116069e-05,-7.896116069e-05,0.2954762896,0.9889229588,0.9889229588,0.49625,0.0002537863429,-0.00107411032,0.0004575679486,1.822001751e-16,4.440892099e-16
10,2.5,64,0.9877652326,0.300095992,-2.15789152e-05,0.0001210492794,0.003947605037,-9.797000557e-05,-9.797000557e-05,0.2955005407,0.9877652326,0.9877652326,0.49625,0.001265391714,-0.009154700824,0.0008064978754,1.676176559e-16,4.440892099e-16
10,3,64,0.9856494944,0.2989947996,-0.0002998837714,0.0005173119449,0.004482962229,-0.001419168116,-0.001419168116,0.2959038219,0.9856494944,0.9856494944,0.49625,0.003893406958,-0.02267356393,0.001304907778,2.352718714e-16,4.440892099e-16
20,0,64,0.9975185951,0.2759288131,1.848892747e-32,1.109335648e-31,3.081487911e-33,9.254083205e-32,-1.110223025e-16,0.2953820891,0.9975185951,0.9975185951,1,2.206837648e-47,9.254083205e-32,9.254083205e-32,1.110223025e-16,2.220446049e-16
20,0.1,64,0.9975183451,0.2796197492,3.028080629e-07,6.066710679e-10,0.0001561519175,1.502960964e-06,1.502960964e-06,0.2953536358,0.9975183451,0.9975183451,1,1.958169407e-07,1.10650143e-06,2.019177402e-06,2.234504679e-16,3.330669074e-16
20,0.2,64,0.9975177255,0.2828429756,9.420298832e-07,2.429000007e-09,0.0004339478125,4.643294796e-06,4.643294796e-06,0.2954459822,0.9975177255,0.9975177255,1,5.151419143e-07,3.149026419e-06,5.796284308e-06,1.860668805e-16,3.330669074e-16
20,0.3,64,0.9975167357,0.2873131922,1.403993112e-06,5.474897291e-09,0.0006130492382,6.85542608e-06,6.85542608e-06,0.2955577781,0.9975167357,0.9975167357,1,8.089951183e-07,4.604420876e-06,8.637488935e-06,2.140164267e-16,4.440892099e-16
20,0.5,64,0.9975136396,0.2938811669,1.002374126e-06,1.529912172e-08,0.0007041409291,4.830280941e-06,4.830280941e-06,0.2957144005,0.9975136396,0.9975136396,1,1.744458644e-06,8.03100397e-07,7.758921119e-06,2.455938149e-16,3.330669074e-16
20,0.7,64,0.9975090402,0.2964904271,1.930993107e-07,3.026546264e-08,0.0007171534609,9.253305347e-07,9.253305347e-07,0.2957593171,0.9975090402,0.9975090402,1,2.342501713e-06,-4.22442394e-06,6.017521164e-06,2.2330319e-16,4.440892099e-16
20,0.9,64,0.9975029113,0.2969064516,-1.303337639e-07,5.066674741e-08,0.0007315341495,-6.269223839e-07,-6.269223839e-07,0.2957579787,0.9975029113,0.9975029113,1,3.232162726e-06,-7.300194403e-06,6.718553555e-06,2.207630441e-16,4.440892099e-16
20,1.1,64,0.9974952174,0.2968335299,-6.679827461e-08,7.691569682e-08,0.0007208340853,-3.138819797e-07,-3.138819797e-07,0.2957563492,0.9974952174,0.9974952174,1,3.942035917e-06,-8.693746171e-06,9.708595585e-06,1.695908191e-16,4.440892099e-16
20,1.2,64,0.9974907696,0.2967958755,4.958755846e-09,9.239945103e-08,0.000716501458,3.124748825e-08,3.124748825e-08,0.2957551806,0.9974907696,0.9974907696,1,4.145388481e-06,-8.813657101e-06,9.358276278e-06,1.584146429e-16,5.551115123e-16
20,1.25,64,0.9974883926,0.2967105348,4.237941592e-08,1.00766118e-07,0.0007144496719,2.10417901e-07,2.10417901e-07,0.2957580754,0.9974883926,0.9974883926,1,4.208127786e-06,-1.106730298e-05,1.131448e-05,1.945372364e-16,3.330669074e-16
20,1.3,64,0.9974859123,0.2966744913,4.009355217e-08,1.095644484e-07,0.0007116907734,1.996913853e-07,1.996913853e-07,0.2957599934,0.9974859123,0.9974859123,1,4.446626084e-06,-1.212361115e-05,1.364807546e-05,2.205714029e-16,4.440892099e-16
20,1.35,64,0.9974833278,0.2966087972,2.360377939e-08,1.188067273e-07,0.0007144747312,1.217390743e-07,1.217390742e-07,0.2957579107,0.9974833278,0.9974833278,1,4.892115159e-06,-1.178833668e-05,1.396018643e-05,1.826143742e-16,4.440892099e-16
20,1.4,64,0.9974806381,0.2965235603,2.16722896e-08,1.285060355e-07,0.0007167052831,1.130079752e-07,1.130079752e-07,0.2957586221,0.9974806381,0.9974806381,1,5.427632245e-06,-1.55094414e-05,1.341809963e-05,1.905938481e-16,3.330669074e-16
20,1.45,64,0.9974778419,0.2964451424,-4.323198887e-09,1.386762957e-07,0.000723607238,-9.354507178e-09,-9.354507198e-09,0.2957604576,0.9974778419,0.9974778419,1,5.881961462e-06,-2.011214389e-05,1.394321875e-05,2.25644495e-16,5.551115123e-16
20,1.5,64,0.9974749384,0.2964141059,-1.502292576e-08,1.493323221e-07,0.0007281160299,-6.127290829e-08,-6.127290829e-08,0.2957615389,0.9974749384,0.9974749384,1,6.13481216e-06,-2.352314989e-05,1.406580717e-05,2.151624622e-16,4.440892099e-16
